"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)","Dilution factor"
"N-ICE2015","DIC-526","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",70,80,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-527","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",60,70,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-528","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",80,90,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-529","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",100,112,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DOX-129","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-128","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-127","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-126","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-125","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-492","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",30,40,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-493","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",40,50,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-494","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",70,80,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-495","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",60,70,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-496","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",80,90,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-497","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",100,112,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-581","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",30,40,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-582","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",40,50,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-583","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",50,60,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-584","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",60,70,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-585","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",70,80,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-586","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",80,90,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","On-ice CTD-054","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1931.5,09/05/2015 08:38,"On-ice CTD",399,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-601","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1932,09/05/2015 08:38,"On-ice CTD",399,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-602","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1932,09/05/2015 08:38,"On-ice CTD",300,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-603","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1932,09/05/2015 08:38,"On-ice CTD",251,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-604","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1932,09/05/2015 08:38,"On-ice CTD",200,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-605","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1932,09/05/2015 08:38,"On-ice CTD",150,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-606","N-ICE","R/V Lance","On-ice CTD-054",54,81.5627,11.5218,1932,09/05/2015 08:38,"On-ice CTD",100,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-571","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",800,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-572","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",700,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-573","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",400,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-574","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",100,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-575","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",50,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-576","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",25,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-300","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",76,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-301","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",46,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-302","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",25,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-303","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-304","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-305","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",2,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-496","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",50,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-497","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",25,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-498","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",15,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-499","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",5,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-500","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",0,10,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","BAR-501","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",10,20,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-324","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",90,100,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-325","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",112,122,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-326","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",122,132,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-327","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",132,141,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-328","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",0,,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-329","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",100,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-530","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",50,60,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-531","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",90,100,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-532","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",112,122,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-533","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",122,132,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-534","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",132,141,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DIC-535","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",0,,"Sea ice","DIC/AT","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","DOX-124","N-ICE","R/V Lance","On-ice CTD-043",43,82.8055,16.3225,1455,23/04/2015 15:30,"On-ice CTD",2,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-123","N-ICE","R/V Lance","On-ice CTD-043",43,82.8055,16.3225,1455,23/04/2015 15:30,"On-ice CTD",5,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-122","N-ICE","R/V Lance","On-ice CTD-043",43,82.8055,16.3225,1455,23/04/2015 15:30,"On-ice CTD",15,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-121","N-ICE","R/V Lance","On-ice CTD-043",43,82.8055,16.3225,1455,23/04/2015 15:30,"On-ice CTD",25,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-120","N-ICE","R/V Lance","On-ice CTD-043",43,82.8055,16.3225,1455,23/04/2015 15:30,"On-ice CTD",50,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-498","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",50,60,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-499","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",90,100,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-500","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",112,122,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-501","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",122,132,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","GAS-501","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1214,13/05/2015 11:55,"On-ice CTD",399,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,141,,,,,,
"N-ICE2015","GAS-502","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",132,141,"Sea ice","N2O/CH4/CO2","Agneta Fransson","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-587","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",90,100,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-588","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",100,112,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-589","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",112,122,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-590","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",122,132,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-591","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",132,141,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","NUT-592","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",0,,"Sea ice","Nutrients","Paul Dodd; Phillip Assmy","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","On-ice CTD-055","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1933.7,09/05/2015 09:08,"On-ice CTD",76,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-607","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",76,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-608","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",46,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-609","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",25,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-610","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",15,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-611","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",5,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-612","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",2,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-577","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",15,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-578","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",5,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-579","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",0,10,"Sea ice","Salinity","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","SAL-580","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",10,20,"Sea ice","Salinity","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","SAL-581","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",20,30,"Sea ice","Salinity","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","SAL-582","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",30,40,"Sea ice","Salinity","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","SWN-071","N-ICE","R/V Lance","Dive tent thick ice",,81.4267,9.1983,1235,18/05/2015 12:00,"Swim-net 200 µm",1,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-072","N-ICE","R/V Lance","Dive tent thick ice",,81.4267,9.1983,1235,19/05/2015 12:00,"Swim-net 200 µm",1,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-073","N-ICE","R/V Lance","Dive tent thick ice",,81.4267,9.1983,1235,20/05/2015 12:00,"Swim-net 200 µm",1,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-074","N-ICE","R/V Lance","Dive tent thick ice",,81.4267,9.1983,1235,21/05/2015 12:00,"Swim-net 200 µm",5,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-075","N-ICE","R/V Lance","Dive tent thick ice",,81.4267,9.1983,1235,22/05/2015 12:00,"Swim-net 200 µm",5,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-076","N-ICE","R/V Lance","Dive tent thick ice",,81.4267,9.1983,1235,23/05/2015 12:00,"Swim-net 200 µm",5,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-077","N-ICE","R/V Lance","Dive tent thick ice",,81.3161,9.8226,1580.2,19/05/2015 12:00,"Swim-net 200 µm",,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-078","N-ICE","R/V Lance","Dive tent thick ice",,81.3161,9.8226,1580.2,19/05/2015 12:00,"Swim-net 200 µm",,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","SWN-079","N-ICE","R/V Lance","Dive tent thick ice",,81.3161,9.8226,1580.2,19/05/2015 12:00,"Swim-net 200 µm",,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-502","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",20,30,"Sea ice","Barium","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","CDO-330","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",50,,"Water","CDOM","Mats Granskog",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-536","N-ICE","R/V Lance","Ship CTD-032",32,81.4328,9.9592,1674,11/05/2015 08:00,"Ship CTD",1674,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-502","N-ICE","R/V Lance","On-ice CTD-058",58,81.3698,9.6016,1214,13/05/2015 11:55,"On-ice CTD",300,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,141,,,,,,
"N-ICE2015","OXI-651","N-ICE","R/V Lance","Refrozen lead thin",,81.5377,11.1888,1122,09/05/2015 17:55,"Ice corer 9 cm",0,22,"Sea ice","δ18 Oxygen","Paul Dodd",,"Floe 3",,,53,,,22,,,,,,
"N-ICE2015","SAL-583","N-ICE","R/V Lance","Main Coring Site",,81.7084,13.0022,1906,07/05/2015 08:00,"Ice corer 14 cm",40,50,"Sea ice","Salinity","Paul Dodd","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,52,,,141,56,,,,,
"N-ICE2015","SWN-080","N-ICE","R/V Lance","Dive tent thick ice",,81.3161,9.8226,1580.2,19/05/2015 12:00,"Swim-net 200 µm",,,"Zooplankton","Mesozooplankton taxonomy","Anette Wold; Haakon Hop","Thick ice","Floe 3",,,,,,,,,,,,
