"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (m)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","SAL-834","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",400,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-835","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",100,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-836","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",75,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-837","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",50,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-838","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",25,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","AMM-503","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",400,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-504","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",300,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-505","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",250,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-506","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",200,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-507","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",150,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-508","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",100,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-653","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",400,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-654","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",300,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-655","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",250,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-656","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",200,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-657","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",150,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-658","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",100,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-729","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",300,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-730","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",250,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-731","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",200,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-732","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",150,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-733","N-ICE","R/V Lance","On-ice CTD-084",84,81.0975,14.8913,2083.8,09/06/2015 07:04,"On-ice CTD",100,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-734","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",75,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","NUT-813","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",100,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-814","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",75,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-815","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",50,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-816","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",25,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-817","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",15,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-818","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",5,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","Ship CTD-041","N-ICE","R/V Lance","Ship CTD-041",41,80.6657,6.2727,746,01/06/2015 06:57,"Ship CTD",,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-837","N-ICE","R/V Lance","On-ice CTD-075",75,80.7204,6.7818,824.6,30/05/2015 09:04,"On-ice CTD",5,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-838","N-ICE","R/V Lance","On-ice CTD-075",75,80.7204,6.7818,824.6,30/05/2015 09:04,"On-ice CTD",1,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-854","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",718,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-855","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",650,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-856","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",550,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-857","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",350,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","SAL-839","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",14,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-840","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",5,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-841","N-ICE","R/V Lance","Ship CTD-044",44,79.9071,2.0990,2087,05/06/2015 19:30,"Ship CTD",2,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-842","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",503,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-843","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",400,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-844","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",200,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","AMM-509","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",75,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-510","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-511","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",25,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-512","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-513","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","AMM-514","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",1,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-659","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",75,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-660","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",50,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-661","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",25,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-662","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",15,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-663","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",5,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","CDO-664","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",1,,"Water","CDOM","Mats Granskog",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-735","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",50,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-736","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",25,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-737","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",15,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-738","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",5,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-739","N-ICE","R/V Lance","On-ice CTD-085",85,81.0966,14.8914,2081.7,09/06/2015 08:19,"On-ice CTD",1,,"Water","DIC/AT","Agnetha Fransson",,"Floe 4",,,,,,,,,,,
"N-ICE15","DIC-740","N-ICE","R/V Lance"," Site 1",,80.9712,13.4663,1872.6,11/06/2015 10:00,"Ice corer 9 cm",30,60,"Water","DIC/AT","Agnetha Fransson","Top core","Floe 4",,,,,,64,4,,,,
"N-ICE15","NUT-819","N-ICE","R/V Lance","On-ice CTD-077 ",77,80.5934,5.7304,664.3,02/06/2015 07:32,"On-ice CTD",400,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-820","N-ICE","R/V Lance","On-ice CTD-077 ",77,80.5934,5.7304,664.3,02/06/2015 07:32,"On-ice CTD",300,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-821","N-ICE","R/V Lance","On-ice CTD-077 ",77,80.5934,5.7304,664.3,02/06/2015 07:32,"On-ice CTD",250,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-822","N-ICE","R/V Lance","On-ice CTD-077 ",77,80.5934,5.7304,664.3,02/06/2015 07:32,"On-ice CTD",200,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-823","N-ICE","R/V Lance","On-ice CTD-077 ",77,80.5934,5.7304,664.3,02/06/2015 07:32,"On-ice CTD",150,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-824","N-ICE","R/V Lance","On-ice CTD-077 ",77,80.5934,5.7304,664.3,02/06/2015 07:32,"On-ice CTD",100,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","Ship CTD-042","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-871","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",200,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-872","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",100,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-873","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",75,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-874","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",50,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-875","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",25,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","OXI-876","N-ICE","R/V Lance","Ship CTD-042",42,80.6620,6.2479,743,01/06/2015 07:50,"Ship CTD",15,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","SAL-845","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",100,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-846","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",75,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-847","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",50,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-848","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",25,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-849","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",15,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","SAL-850","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",5,,"Water","Salinity","Paul Dodd",,"Transect between Floe 3 and Floe 4",,,,,,,,,,,
"N-ICE15","CDO-665","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","CDOM","Mats Granskog","Outside algal vein","Floe 4",,,,,,,40,,760,4.7,
"N-ICE15","CDO-666","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","CDOM","Mats Granskog","Outside algal vein","Floe 4",,,,,,,40,,1160,8.7,
"N-ICE15","CDO-667","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","CDOM","Mats Granskog","Inside algal vein, disturbed site (skidoo tracks)","Floe 4",,,,,,,40,,170,3,
"N-ICE15","CDO-668","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Bucket",,,"Infiltration layer","CDOM","Mats Granskog","Slush","Floe 4",,,"Grab1",,,,,,970,11.8,
"N-ICE15","CHL-844","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","Pigments","Philipp Assmy","Control intial value","Floe 4",,,,,,,,,,,200
"N-ICE15","CHL-845","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","Pigments","Philipp Assmy","Control intial value","Floe 4",,,,,,,,,,,200
"N-ICE15","IAT-310","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Sea ice algae","Ice algal taxonomy","Philipp Assmy","Outside algal vein","Floe 4",,,,,,,40,,760,4.7,90
"N-ICE15","IAT-311","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Sea ice algae","Ice algal taxonomy","Philipp Assmy","Outside algal vein","Floe 4",,,,,,,40,,1160,8.7,90
"N-ICE15","IAT-312","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Sea ice algae","Ice algal taxonomy","Philipp Assmy","Inside algal vein, undisturbed site (outside skidoo tracks)","Floe 4",,,,,,,40,,1360,10.9,90
"N-ICE15","IAT-313","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Bucket",,,"Sea ice algae","Ice algal taxonomy","Philipp Assmy","Slush","Floe 4",,,"Grab2",,,,,,250,6.5,90
"N-ICE15","MAA-238","N-ICE","R/V Lance","Ship CTD-045",45,80.7059,13.8377,526,06/06/2015 11:02,"Ship CTD",5,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy","same # used for Ship CTD-045 & ROV hole;","Transect between Floe 3 and Floe 4",,,,,,,,,,,250
"N-ICE15","MAA-238B","N-ICE","R/V Lance","ROV hole",,80.9777,13.5420,1855.3,11/06/2015 11:55,"Limnos water sampler",0.5,,"Phytoplankton","Mycosporine-like aminoacids","Philipp Assmy","same # used for Ship CTD-045 & ROV hole;","Floe 4",,,,,,,,,,,200
"N-ICE15","MAA-239","N-ICE","R/V Lance","Secondary coring site",,79.9967,3.3310,2290.3,05/06/2015 12:30,"Ice corer 14 cm",0,10,"Sea ice algae","Mycosporine-like aminoacids","Philipp Assmy","same # used for Secondary coring, Coring site 1 & Coring site 2","Floe 3",,,,,,106,20,,2790,4.6,200
"N-ICE15","PAB-457","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","Particulate absorption","Mats Granskog","Outside algal vein","Floe 4",,,,,,,40,,760,4.7,50
"N-ICE15","PAB-458","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","Particulate absorption","Mats Granskog","Outside algal vein","Floe 4",,,,,,,40,,1160,8.7,50
"N-ICE15","PAB-459","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","Particulate absorption","Mats Granskog","Inside algal vein, undisturbed site (outside skidoo tracks)","Floe 4",,,,,,,40,,1360,10.9,50
"N-ICE15","POC-525","N-ICE","R/V Lance","On-ice CTD-080",80,81.0987,14.7563,2045.3,08/06/2015 08:35,"On-ice CTD",50,,"Phytoplankton","POC/PON","Philipp Assmy",,"Floe 4",,,,,,,,,,,500
"N-ICE15","POC-526","N-ICE","R/V Lance","On-ice CTD-080",80,81.0987,14.7563,2045.3,08/06/2015 08:35,"On-ice CTD",25,,"Phytoplankton","POC/PON","Philipp Assmy",,"Floe 4",,,,,,,,,,,300
"N-ICE15","POC-527","N-ICE","R/V Lance","On-ice CTD-081",81,81.0997,14.7759,2049.6,08/06/2015 09:14,"On-ice CTD",15,,"Phytoplankton","POC/PON","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","POC-528","N-ICE","R/V Lance","On-ice CTD-081",81,81.0997,14.7759,2049.6,08/06/2015 09:14,"On-ice CTD",5,,"Phytoplankton","POC/PON","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","CHL-846","N-ICE","R/V Lance","On-ice CTD-086",86,81.0937,14.8834,2045.3,09/06/2015 10:51,"On-ice CTD",10,,"Phytoplankton","Pigments","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","CHL-846B","N-ICE","R/V Lance","Nutrient experiment 4",,81.0960,14.8782,956.4,13/06/2015 10:30,"On-ice CTD",,,"Phytoplankton","Pigments","Philipp Assmy","Control intial value","Floe 4",,,,,,,,,,,200
"N-ICE15","CHL-847","N-ICE","R/V Lance","Algal vein 1",,81.0960,14.8782,2077.4,09/06/2015 09:00,"Ice corer 9 cm",,,"Infiltration layer","Pigments","Philipp Assmy","Outside algal vein","Floe 4",,,,,,,40,,760,4.7,200
"N-ICE15","NUT-825","N-ICE","R/V Lance","On-ice CTD-078",78,80.5848,5.6778,662,02/06/2015 08:58,"On-ice CTD",75,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-826","N-ICE","R/V Lance","On-ice CTD-078",78,80.5848,5.6778,662,02/06/2015 08:58,"On-ice CTD",50,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-827","N-ICE","R/V Lance","On-ice CTD-078",78,80.5848,5.6778,662,02/06/2015 08:58,"On-ice CTD",25,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","NUT-828","N-ICE","R/V Lance","On-ice CTD-078",78,80.5848,5.6778,662,02/06/2015 08:58,"On-ice CTD",15,,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 3",,,,,,,,,,,
"N-ICE15","Ship CTD-043","N-ICE","R/V Lance","Ship CTD-043",43,80.6524,6.1685,725,01/06/2015 10:49,"Ship CTD",,,"Water ","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,
"N-ICE15","PHT-253","N-ICE","R/V Lance","On-ice CTD-086",86,81.0937,14.8834,2045.3,09/06/2015 10:51,"On-ice CTD",10,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy",,"Floe 4",,,,,,,,,,,
"N-ICE15","POC-529","N-ICE","R/V Lance","On-ice CTD-081",81,81.0997,14.7759,2049.6,08/06/2015 09:14,"On-ice CTD",1.1,,"Phytoplankton","POC/PON","Philipp Assmy",,"Floe 4",,,,,,,,,,,200
"N-ICE15","ZOT-124","N-ICE","R/V Lance","Multinet-28",,81.0945,14.8722,2017,09/06/2015 14:05,"Multinet 200 μm",1900,600,"Zooplankton","Mesozooplankton taxonomy","Anette Wold","removed: 1x3cm jelly with hat +1x2cm same","Floe 4",,,,,,,,,,,
"N-ICE15","ZOT-125","N-ICE","R/V Lance","Multinet-28",,81.0945,14.8722,2017,09/06/2015 14:05,"Multinet 200 μm",600,200,"Zooplankton","Mesozooplankton taxonomy","Anette Wold","removed: 1x3cm Aglantha digitalis","Floe 4",,,,,,,,,,,
"N-ICE15","ZOT-126","N-ICE","R/V Lance","Multinet-28",,81.0945,14.8722,2017,09/06/2015 14:05,"Multinet 200 μm",200,50,"Zooplankton","Mesozooplankton taxonomy","Anette Wold","removed: 3x1.5cm Aglantha","Floe 4",,,,,,,,,,,
