"Expedition ","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm) from","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Contact person","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","HPL-073","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",20.00,40.00,"Sea ice","HPLC pigments","Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-074","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",40.00,60.00,"Sea ice","HPLC pigments","Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-075","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",60.00,80.00,"Sea ice","HPLC pigments","Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,1000
"N-ICE15","HPL-076","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",80.00,100.00,"Sea ice","HPLC pigments","Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,1000
"N-ICE15","SIL-003","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 9 cm",80.00,100.00,"Sea ice","Silicate","Paul Dodd","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","SIL-004","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 9 cm",60.00,80.00,"Sea ice","Silicate","Paul Dodd","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","SIL-005","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 9 cm",40.00,60.00,"Sea ice","Silicate","Paul Dodd","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","SIL-006","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 9 cm",20.00,40.00,"Sea ice","Silicate","Paul Dodd","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","SIL-007","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 9 cm",0.00,20.00,"Sea ice","Silicate","Paul Dodd","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-025B","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-026B","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",10.00,20.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-027B","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",20.00,40.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-028B","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",40.00,60.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-029B","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",60.00,80.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-030B","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",80.00,100.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","The sample was wrongly labled Ice fauna taxonomy (IAT). To avoid dobble naming a ""b"" is added at the end of sample name","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-176","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",80.00,100.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-177","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",80.00,100.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-178","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",80.00,100.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-179","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",0.00,10.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-180","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",0.00,10.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-181","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",0.00,10.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-182","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",10.00,20.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-183","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",10.00,20.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-184","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",10.00,20.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-185","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",20.00,40.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-186","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",20.00,40.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-187","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",20.00,40.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-188","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",40.00,60.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-189","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",40.00,60.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-190","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",40.00,60.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-191","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",60.00,80.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-192","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",60.00,80.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","FCM-193","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 00:00","Ice corer 14 cm",60.00,80.00,"Bacteria","Flow cytometry","Aud Larsen, UiB; Philipp Assmy","Bio cores","Floe 2",,,,,,,,,,,
"N-ICE15","MEI-026","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 09:30","Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","10 µm sieve","Floe 2",,,"Meio-07",,,,,,,,
"N-ICE15","MEI-027","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 09:30","Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","10 µm sieve","Floe 2",,,"Meio-08",,,,,,,,
"N-ICE15","MEI-028","N-ICE","R/V Lance","Super Site Coring",,82.9296,21.4409,"n.r.","12.03.2015 09:30","Ice corer 14 cm",0.00,10.00,"Meiofauna","Meiofauna taxonomy","Bodil Bluhm, UiT; Haakon Hop","10 µm sieve","Floe 2",,,"Meio-09",,,,,,,,
"N-ICE15","DOC-131","N-ICE","R/V Lance","D3",,83.1782,22.1997,"n.r.",09/03/2015 09:30,"NO-GEAR",30.00,45.00,"Snow","DOC/TDN","Philipp Assmy","Daiki sample NICE 9 mar St D3 snow 1","Floe 2",,,,,,92,45,-2,,,
"N-ICE15","DOC-132","N-ICE","R/V Lance",,,83.1782,22.1997,"n.r.",09/03/2015 09:30,"NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-133","N-ICE","R/V Lance",,,83.1782,22.1997,"n.r.",09/03/2015 09:30,"NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-134","N-ICE","R/V Lance","On-ice CTD-038","038",82.8309,21.1014,"n.r.","14.03.2015 15:29","On-ice CTD",0,0,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-135","N-ICE","R/V Lance","On-ice CTD-038","038",82.8309,21.1014,"n.r.","14.03.2015 15:29","On-ice CTD",5,5,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-136","N-ICE","R/V Lance","On-ice CTD-038","038",82.8309,21.1014,"n.r.","14.03.2015 15:29","On-ice CTD",15,15,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-137","N-ICE","R/V Lance","On-ice CTD-037","037",82.8325,21.1028,"n.r.","14.03.2015 14:29","On-ice CTD",25,25,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-138","N-ICE","R/V Lance","On-ice CTD-037","037",82.8325,21.1028,"n.r.","14.03.2015 14:29","On-ice CTD",50,50,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-139","N-ICE","R/V Lance","On-ice CTD-037","037",82.8325,21.1028,"n.r.","14.03.2015 14:29","On-ice CTD",100,100,"Water","DOC/TDN","Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-140","N-ICE","R/V Lance","On-ice CTD-038",,82.8309,21.1014,"n.r.","14.03.2015 15:29","On-ice CTD",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-141","N-ICE","R/V Lance","On-ice CTD-038",,82.8309,21.1014,"n.r.","14.03.2015 15:29","On-ice CTD",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-142","N-ICE","R/V Lance","D4",,83.0953,21.6019,"n.r.",10/03/2015 13:41,"Ice corer 9 cm",0.00,10.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 10 mar St D4 ice 1","Floe 2",,,,,,48,6,"no data",,,
"N-ICE15","DOC-143","N-ICE","R/V Lance","D3",,83.1782,22.1997,"n.r.",09/03/2015 09:30,"Ice corer 9 cm",50.00,60.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 9 mar St D3 ice 6","Floe 2",,,,,,92,45,-2,,,
"N-ICE15","DOC-144","N-ICE","R/V Lance","D4",,83.0953,21.6019,"n.r.",10/03/2015 13:41,"Ice corer 9 cm",40.00,50.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 10 mar St D4 ice 5","Floe 2",,,,,,48,6,"no data",,,
"N-ICE15","NUT-241","N-ICE","R/V Lance","D4",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Slush","Nutrients","Paul Dodd; Philipp Assmy","11 MAR ST D4 SLUSH 1","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-242","N-ICE","R/V Lance","D4",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Slush","Nutrients","Paul Dodd; Philipp Assmy","12 MAR ST D4 SLUSH 2","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-307","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","DIC/AT","Agneta Fransson","12 MAR ST D1 BRINE DEEP","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-308","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","DIC/AT","Agneta Fransson","12 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-362","N-ICE","R/V Lance","D4",,82.9197,21.4099,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Slush","δ18 Oxygen","Paul Dodd","12 MAR ST D4 SLUSH 2","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-369","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","δ18 Oxygen","Paul Dodd","12 MAR ST D1 BRINE DEEP","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-370","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","δ18 Oxygen","Paul Dodd","12 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-327","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","Nutrients","Paul Dodd; Philipp Assmy","12 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-331","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","Nutrients","Paul Dodd; Philipp Assmy","12 MAR ST D1 BRINE DEEP","Floe 2",,,,,,,,,,,
"N-ICE15","GAS-284","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","N2O/CH4/CO2","Agneta Fransson","12 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,
"N-ICE15","GAS-286","N-ICE","R/V Lance","D1",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Brine","N2O/CH4/CO2","Agneta Fransson","12 MAR ST D1 BRINE DEEP","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-348","N-ICE","R/V Lance","D4",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Slush","DIC/AT","Agneta Fransson","12 MAR ST D4 SLUSH 2","Floe 2",,,,,,,,,,,
"N-ICE15","CHL-125","N-ICE","R/V Lance","Next to ship",,82.8309,21.1014,"n.r.","14.03.2015 00:00","Sediment trap",5,5,"Water","Pigments","Philipp Assmy","Sediment trap deployd from 11/3 to 14/3","Floe 2",,,,,,,,,,,
"N-ICE15","CHL-126","N-ICE","R/V Lance","Next to ship",,82.8309,21.1014,"n.r.","14.03.2015 00:00","Sediment trap",25,25,"Water","Pigments","Philipp Assmy","Sediment trap deployd from 11/3 to 14/4","Floe 2",,,,,,,,,,,
"N-ICE15","GAS-319","N-ICE","R/V Lance","D4",,83.0953,21.6019,"n.r.",12/03/2015 12:00,"NO-GEAR",,,"Slush","N2O/CH4/CO2","Agneta Fransson","12 MAR ST D4 SLUSH 2","Floe 2",,,,,,,,,,,
"N-ICE15","CHL-127","N-ICE","R/V Lance","Next to ship",,82.8309,21.1014,"n.r.","14.03.2015 00:00","Sediment trap",50,50,"Water","Pigments","Philipp Assmy","Sediment trap deployd from 11/3 to 14/5","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-245","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",0.00,10.00,"Sea ice","Nutrients","Paul Dodd; Philipp Assmy","12 MAR ICE 1","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-246","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,0.00,"Sea ice","Nutrients","Paul Dodd; Philipp Assmy","12 MAR SNOW 4","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-247","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",12.00,24.00,"Sea ice","Nutrients","Paul Dodd; Philipp Assmy","12 MAR SNOW 2","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-249","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,12.00,"Sea ice","Nutrients","Paul Dodd; Philipp Assmy","12 MAR SNOW 3","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-272","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",0.00,10.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 1","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-273","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,0.00,"Sea ice","Barium","Paul Dodd","12 MAR SNOW 4","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-345","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",0.00,10.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR ICE 1","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-337","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,0.00,"Sea ice","Salinity","Paul Dodd","12 MAR SNOW 4","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-274","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",12.00,24.00,"Sea ice","Barium","Paul Dodd","12 MAR SNOW 2","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-275","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",24.00,37.00,"Sea ice","Barium","Paul Dodd","12 MAR SNOW 1","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-276","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,12.00,"Sea ice","Barium","Paul Dodd","12 MAR SNOW 3","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-348","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",12.00,24.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR SNOW 2","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-338","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",0.00,10.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 1","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-339","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",10.00,20.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 2","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-340","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",12.00,24.00,"Sea ice","Salinity","Paul Dodd","12 MAR SNOW 2","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-341","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,12.00,"Sea ice","Salinity","Paul Dodd","12 MAR SNOW 3","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-342","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",24.00,37.00,"Sea ice","Salinity","Paul Dodd","12 MAR SNOW 1","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-343","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",20.00,30.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 3","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-285","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",60.00,69.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 7","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-344","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",30.00,40.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 4","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-345","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",40.00,50.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 5","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-346","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",50.00,60.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 6","Floe 2",,,,,,,,,,,
"N-ICE15","SAL-347","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",60.00,69.00,"Sea ice","Salinity","Paul Dodd","12 MAR ICE 7","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-361","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,0.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR SNOW 4","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-286","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",40.00,50.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 5","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-291","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",10.00,20.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 2","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-292","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",30.00,40.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 4","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-293","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",50.00,60.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 6","Floe 2",,,,,,,,,,,
"N-ICE15","BAR-294","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",20.00,30.00,"Sea ice","Barium","Paul Dodd","12 MAR ICE 3","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-373","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",24.00,37.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR SNOW 1","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-374","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",30.00,40.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR ICE 4","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-376","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,12.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR SNOW 3","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-386","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",10.00,20.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR ICE 2","Floe 2",,,,,,,,,,,
"N-ICE15","CDO-221","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"NO-GEAR",0.00,0.00,"Sea ice","CDOM","Mats Granskog","12 MAR SNOW 4","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-399","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",50.00,60.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR ICE 6","Floe 2",,,,,,,,,,,
"N-ICE15","OXY-401","N-ICE","R/V Lance",,,83.0953,21.6019,"n.r.",12/03/2015 13:40,"Ice corer 9 cm",20.00,30.00,"Sea ice","δ18 Oxygen","Paul Dodd","12 MAR ICE 3","Floe 2",,,,,,,,,,,
